ID,no_financial_services,other_only,mm_only,mm_plus
2352,0.002810361096635461,0.006269899196922779,0.15546435117721558,0.8354554176330566
8208,0.04156944528222084,0.17861145734786987,0.08390087634325027,0.6959182024002075
2785,0.0019267110619693995,0.012701342813670635,0.05195214971899986,0.9334197640419006
2967,0.0013133663451299071,0.0039125047624111176,0.08313632756471634,0.9116378426551819
1697,0.027523599565029144,0.30635443329811096,0.10155758261680603,0.5645643472671509
4794,0.00880774948745966,0.03797877952456474,0.10264299064874649,0.8505704998970032
2675,0.48832300305366516,0.44475257396698,0.020423524081707,0.04650084301829338
2989,0.0007178430678322911,0.002860821783542633,0.03299097344279289,0.9634303450584412
1634,0.003361055627465248,0.017099853605031967,0.06002536043524742,0.9195137619972229
4147,0.0026846989057958126,0.01126285269856453,0.07182341068983078,0.9142290353775024
8003,0.0015190979465842247,0.0049560824409127235,0.09252331405878067,0.901001513004303
1058,0.003511090762913227,0.008180745877325535,0.1035492867231369,0.8847588896751404
8172,0.4449893534183502,0.46144962310791016,0.02589426003396511,0.06766670197248459
2640,0.5258809328079224,0.3754657804965973,0.027848662808537483,0.0708046481013298
1233,0.022579751908779144,0.11581186205148697,0.23103642463684082,0.6305719017982483
8632,0.3558266758918762,0.2683242857456207,0.19175726175308228,0.18409179151058197
4548,0.0009397535468451679,0.0027763384860008955,0.025398243218660355,0.9708856344223022
1032,0.0015071899397298694,0.002763952361419797,0.04634876176714897,0.9493801593780518
270,0.019004056230187416,0.2840937674045563,0.16979198157787323,0.52711021900177
5516,0.02074175328016281,0.09358903020620346,0.1524801105260849,0.7331891059875488
1289,0.015632014721632004,0.07767597585916519,0.24208012223243713,0.6646119356155396
376,0.04924970120191574,0.28956466913223267,0.1373702734708786,0.5238153338432312
5856,0.032182298600673676,0.18666741251945496,0.08404410630464554,0.6971061825752258
2588,0.25068923830986023,0.5449284315109253,0.06802814453840256,0.13635414838790894
1348,0.021296804770827293,0.10999365150928497,0.19449171423912048,0.6742178201675415
8391,0.5559343695640564,0.3515082597732544,0.027392251417040825,0.06516514718532562
2616,0.03815668076276779,0.06956154108047485,0.30303654074668884,0.5892452001571655
5154,0.006091367918998003,0.009948058985173702,0.17353330552577972,0.8104273080825806
869,0.0054199486039578915,0.009723879396915436,0.15080328285694122,0.8340529203414917
6625,0.38389697670936584,0.37683913111686707,0.13088920712471008,0.10837464779615402
1423,0.2649732530117035,0.38862344622612,0.11779066920280457,0.22861264646053314
2276,0.022672312334179878,0.0663830041885376,0.1407352238893509,0.7702094316482544
4252,0.275553822517395,0.6085177063941956,0.027044977992773056,0.08888350427150726
1311,0.0025290311314165592,0.0051226927898824215,0.16366183757781982,0.8286864161491394
1534,0.0026085716672241688,0.008835269138216972,0.031035706400871277,0.9575204849243164
4059,0.015488450415432453,0.35031989216804504,0.17010022699832916,0.46409139037132263
970,0.2695976793766022,0.6426641345024109,0.022547828033566475,0.06519036740064621
1712,0.027384763583540916,0.01357930526137352,0.18439045548439026,0.7746455073356628
588,0.32018929719924927,0.5873515009880066,0.022230029106140137,0.07022921741008759
252,0.3201582133769989,0.591421902179718,0.021097462624311447,0.06732244789600372
2204,0.41765281558036804,0.4628481864929199,0.031162815168499947,0.08833619952201843
6038,0.004109607543796301,0.0034772437065839767,0.10445170849561691,0.8879614472389221
64,0.24340569972991943,0.6574035882949829,0.02180369943380356,0.07738697528839111
1873,0.003326237667351961,0.007036583963781595,0.0903453677892685,0.8992918729782104
1627,0.28486859798431396,0.6337437629699707,0.020125584676861763,0.06126203387975693
1052,0.250695139169693,0.6516680717468262,0.021121487021446228,0.07651527225971222
1391,0.004041011910885572,0.007651597261428833,0.13582134246826172,0.8524860739707947
4800,0.008351204916834831,0.005558239296078682,0.20453283190727234,0.7815577387809753
3958,0.5506527423858643,0.35846105217933655,0.042926348745822906,0.04795987531542778
4351,0.32424208521842957,0.589998722076416,0.020152103155851364,0.06560712307691574
241,0.1850978583097458,0.5113889575004578,0.07247145473957062,0.23104169964790344
6626,0.3905370831489563,0.5328046083450317,0.023381425067782402,0.053276900202035904
1948,0.41665521264076233,0.4717806875705719,0.026229940354824066,0.0853341743350029
6748,0.5373163819313049,0.37224844098091125,0.022856462746858597,0.06757870316505432
14,0.004040186759084463,0.014958311803638935,0.060955293476581573,0.9200462102890015
1709,0.002502916380763054,0.00402102479711175,0.10596951842308044,0.8875065445899963
6893,0.010054809972643852,0.021153058856725693,0.1750730276107788,0.7937191128730774
6183,0.002910482231527567,0.006408932153135538,0.06719382852315903,0.9234867095947266
4650,0.006009010598063469,0.011061245575547218,0.13220836222171783,0.8507213592529297
4039,0.002278256230056286,0.0050428323447704315,0.11708148568868637,0.8755974769592285
566,0.0009606082458049059,0.003365183947607875,0.04103628918528557,0.9546379446983337
5108,0.002226359210908413,0.003944349940866232,0.10427188128232956,0.8895573616027832
378,0.006671200040727854,0.00956269446760416,0.1559288203716278,0.8278372287750244
2374,0.1706913709640503,0.5005118250846863,0.10105212777853012,0.2277446985244751
5703,0.3092944920063019,0.32864630222320557,0.16487708687782288,0.19718210399150848
365,0.013732596300542355,0.09323775768280029,0.12896881997585297,0.7640608549118042
3048,0.0067597078159451485,0.02127518691122532,0.25092414021492004,0.7210409641265869
363,0.005116191226989031,0.01863393560051918,0.15065452456474304,0.8255953192710876
6190,0.5663586854934692,0.31351855397224426,0.02628076635301113,0.0938420221209526
4505,0.24420855939388275,0.6496448516845703,0.023236773908138275,0.08290977776050568
1513,0.013017017394304276,0.03731720522046089,0.33353540301322937,0.6161304116249084
3475,0.044986918568611145,0.10260199010372162,0.26250097155570984,0.589910089969635
768,0.05010129138827324,0.28760063648223877,0.1395990550518036,0.5226989984512329
4673,0.003402420086786151,0.018302882090210915,0.12287822365760803,0.8554164171218872
2924,0.3564905822277069,0.5631043314933777,0.019907919690012932,0.06049716845154762
5199,0.023428764194250107,0.09626559168100357,0.1524244099855423,0.7278812527656555
6079,0.02112392708659172,0.016693398356437683,0.13424848020076752,0.827934205532074
39,0.003308337414637208,0.00667791860178113,0.11686369776725769,0.8731499910354614
3518,0.02965358830988407,0.08514668792486191,0.3363620638847351,0.5488376617431641
1576,0.007638040464371443,0.020404083654284477,0.09994237124919891,0.8720155358314514
835,0.024331945925951004,0.24712760746479034,0.08302284777164459,0.6455176472663879
1356,0.0035689170472323895,0.01803230307996273,0.11131928116083145,0.867079496383667
1355,0.04749317839741707,0.2328016459941864,0.23051701486110687,0.48918819427490234
7353,0.27480703592300415,0.6050032377243042,0.02985384687781334,0.09033581614494324
1894,0.35479751229286194,0.5328603386878967,0.025652116164565086,0.0866900235414505
5722,0.3113343119621277,0.48166730999946594,0.0831676572561264,0.12383066862821579
6712,0.0020052611362189054,0.005146519746631384,0.09478945285081863,0.8980587720870972
9172,0.2827843725681305,0.6046466827392578,0.026261232793331146,0.08630773425102234
258,0.30359432101249695,0.5472822189331055,0.03423754498362541,0.11488591879606247
1023,0.014562813565135002,0.0447591096162796,0.294689416885376,0.6459886431694031
674,0.0009330747416242957,0.002415203722193837,0.041856370866298676,0.9547954201698303
2230,0.004542273469269276,0.009636768139898777,0.15923993289470673,0.8265810012817383
5386,0.24680832028388977,0.6415488719940186,0.02288561314344406,0.0887572169303894
9017,0.18760505318641663,0.4206756055355072,0.06782838702201843,0.3238909840583801
2819,0.0421769805252552,0.29518598318099976,0.12827135622501373,0.5343656539916992
8998,0.28395864367485046,0.6210545897483826,0.02386554703116417,0.0711212232708931
5181,0.002195437904447317,0.00481138052418828,0.12080777436494827,0.8721854090690613
2131,0.18697193264961243,0.5117521286010742,0.06839188188314438,0.23288404941558838
1087,0.2569623291492462,0.6333461999893188,0.020864129066467285,0.08882736414670944
4144,0.3432289958000183,0.5784919857978821,0.020835425704717636,0.05744358152151108
7239,0.006327936425805092,0.012073755264282227,0.17482370138168335,0.8067745566368103
6119,0.3463172912597656,0.550290584564209,0.02633536048233509,0.07705679535865784
3839,0.48832643032073975,0.4219728708267212,0.025429617613554,0.06427107006311417
4847,0.02205367386341095,0.11390271782875061,0.1658647060394287,0.6981788873672485
553,0.5179522633552551,0.40397581458091736,0.02201199345290661,0.056059885770082474
6917,0.0063310950063169,0.007371171377599239,0.2290300875902176,0.7572676539421082
8430,0.00394781306385994,0.017847886309027672,0.10456936061382294,0.8736349940299988
6201,0.0026423579547554255,0.013132361695170403,0.10001809149980545,0.8842071890830994
4062,0.001924768672324717,0.003104517934843898,0.08035323023796082,0.9146174788475037
5123,0.002710947999730706,0.0051207160577178,0.10304773598909378,0.8891205787658691
5442,0.04150451719760895,0.2793430984020233,0.19872012734413147,0.48043227195739746
610,0.005836042109876871,0.02280828170478344,0.2085808664560318,0.7627747654914856
1631,0.006974007468670607,0.00745740532875061,0.1800040602684021,0.8055645823478699
2177,0.25158724188804626,0.3717520534992218,0.1710994988679886,0.20556116104125977
7282,0.1958971470594406,0.4905795454978943,0.0695224478840828,0.24400092661380768
5140,0.16337227821350098,0.48919737339019775,0.07275547832250595,0.2746748626232147
2980,0.003828654531389475,0.006868954282253981,0.09656939655542374,0.8927330374717712
391,0.004140745848417282,0.008173204027116299,0.12271489948034286,0.8649711608886719
5579,0.44181594252586365,0.48355546593666077,0.02389073185622692,0.05073784664273262
3740,0.3744087815284729,0.36626970767974854,0.1346658319234848,0.12465566396713257
5447,0.4090193510055542,0.48736345767974854,0.026579296216368675,0.07703787088394165
6998,0.5277333855628967,0.3994866609573364,0.02253458835184574,0.05024533346295357
3778,0.00573611119762063,0.008345654234290123,0.2531900703907013,0.732728123664856
3366,0.3898962140083313,0.48989641666412354,0.03064052015542984,0.08956681191921234
3445,0.430019736289978,0.4348822832107544,0.05325798690319061,0.08183996379375458
1366,0.09795443713665009,0.047755561769008636,0.2888633906841278,0.5654265880584717
3312,0.017657985910773277,0.023408440873026848,0.2830089330673218,0.6759246587753296
2962,0.010776014067232609,0.019729603081941605,0.25611612200737,0.7133781909942627
4659,0.004895530641078949,0.018083075061440468,0.23050330579280853,0.746518075466156
6506,0.7156099677085876,0.23195907473564148,0.01789207011461258,0.03453892469406128
4456,0.46509721875190735,0.3455420732498169,0.07032383978366852,0.11903683841228485
5735,0.21912690997123718,0.46221923828125,0.10250035673379898,0.21615350246429443
1622,0.41533970832824707,0.5074086785316467,0.021805088967084885,0.055446524173021317
537,0.4192766845226288,0.4974208176136017,0.02222987450659275,0.061072662472724915
1493,0.5002626180648804,0.4241724908351898,0.023373274132609367,0.05219157412648201
47,0.014073653146624565,0.03516966104507446,0.291880339384079,0.6588764190673828
2517,0.6298490762710571,0.2796993851661682,0.032650671899318695,0.05780082195997238
5544,0.01651688478887081,0.07282953709363937,0.11415109038352966,0.7965024709701538
9196,0.006853341590613127,0.023050358518958092,0.20158356428146362,0.7685127854347229
86,0.005073464475572109,0.009762944653630257,0.10207349807024002,0.883090078830719
8598,0.0021419390104711056,0.0048249089159071445,0.11591371893882751,0.8771194219589233
4970,0.4569398760795593,0.4585515856742859,0.021138571202754974,0.06336995959281921
4291,0.016536371782422066,0.01092042401432991,0.17169378697872162,0.800849437713623
3503,0.007908246479928493,0.02055317908525467,0.20729711651802063,0.7642413973808289
5084,0.46193721890449524,0.45513972640037537,0.02543671801686287,0.057486314326524734
5453,0.0255061537027359,0.0989379957318306,0.23712339997291565,0.6384324431419373
1912,0.009228109382092953,0.01370146218687296,0.15446975827217102,0.8226007223129272
8833,0.028502020984888077,0.14786089956760406,0.19513100385665894,0.628506064414978
8564,0.2687426507472992,0.6339306235313416,0.027428384870290756,0.06989835202693939
7635,0.2357928603887558,0.6576563715934753,0.021870778873562813,0.08468002080917358
1573,0.0022116112522780895,0.00488521670922637,0.11014890670776367,0.8827542662620544
8148,0.015563619323074818,0.05795803293585777,0.16212834417819977,0.7643499970436096
7511,0.004940456245094538,0.009094519540667534,0.12184399366378784,0.8641210198402405
5477,0.2594711184501648,0.635216474533081,0.021616583690047264,0.08369582146406174
5070,0.25682273507118225,0.6330021619796753,0.02139594592154026,0.08877912163734436
4710,0.2594711184501648,0.635216474533081,0.021616583690047264,0.08369582146406174
1990,0.006779742892831564,0.014760789461433887,0.13087674975395203,0.8475826978683472
9124,0.0073707131668925285,0.016904504969716072,0.18069444596767426,0.7950302958488464
3574,0.2287512868642807,0.6674379110336304,0.022136501967906952,0.08167429268360138
7919,0.0018285168334841728,0.0069931563921272755,0.05767330154776573,0.9335050582885742
7298,0.38104650378227234,0.5135496854782104,0.03794236481189728,0.06746143847703934
7328,0.2663536071777344,0.6275666356086731,0.022386834025382996,0.08369292318820953
5360,0.2699963450431824,0.6194297075271606,0.02215602807700634,0.08841788023710251
2899,0.15872520208358765,0.44387510418891907,0.08989814668893814,0.30750155448913574
2323,0.3261531889438629,0.5841331481933594,0.019060999155044556,0.07065268605947495
4299,0.3705619275569916,0.549932062625885,0.018955552950501442,0.060550447553396225
7124,0.311718612909317,0.6101757884025574,0.018776655197143555,0.05932891368865967
4244,0.43025246262550354,0.5066760778427124,0.01767769269645214,0.045393768697977066
458,0.010941985994577408,0.02138829603791237,0.20297019183635712,0.7646995782852173
4406,0.06501086056232452,0.3082631528377533,0.13822150230407715,0.48850443959236145
8066,0.06002878025174141,0.27113449573516846,0.13029736280441284,0.5385393500328064
7823,0.005589411593973637,0.007255752105265856,0.24771827459335327,0.7394366264343262
6502,0.4362263083457947,0.48974883556365967,0.021352754905819893,0.052672095596790314
6295,0.37284448742866516,0.523387610912323,0.026381686329841614,0.07738622277975082
2612,0.6590306758880615,0.28840547800064087,0.016706015914678574,0.03585784509778023
3540,0.5798378586769104,0.35566166043281555,0.018471339717507362,0.04602913558483124
3569,0.17045940458774567,0.06058264523744583,0.3414992690086365,0.4274587035179138
5467,0.0654233768582344,0.11640386283397675,0.4157341420650482,0.4024386405944824
2100,0.004249713383615017,0.004928242415189743,0.10008884221315384,0.8907331824302673
2806,0.3828679025173187,0.27111634612083435,0.18160733580589294,0.16440843045711517
126,0.2352319061756134,0.5001919865608215,0.09213796257972717,0.17243817448616028
5114,0.015843018889427185,0.08131352812051773,0.13438838720321655,0.7684550285339355
465,0.06333575397729874,0.027145959436893463,0.31722167134284973,0.5922966599464417
7488,0.4663412570953369,0.45204582810401917,0.021779565140604973,0.059833407402038574
813,0.013170657679438591,0.019705912098288536,0.33450302481651306,0.6326203942298889
6827,0.029430679976940155,0.0878586396574974,0.4866222143173218,0.39608848094940186
122,0.03597218543291092,0.2867322266101837,0.0950547531247139,0.5822408199310303
1225,0.30701011419296265,0.5994076132774353,0.020473476499319077,0.0731087327003479
1402,0.19191093742847443,0.4924611449241638,0.09474082291126251,0.22088706493377686
78,0.19397053122520447,0.4756791889667511,0.10825155675411224,0.2220987230539322
1522,0.35410672426223755,0.5793449878692627,0.018904753029346466,0.047643572092056274
