ID,no_financial_services,other_only,mm_only,mm_plus
2352,0.005327829855572437,0.046856028993338475,0.17693450752747136,0.7708816336236177
8208,0.018390709219194855,0.8320045608764586,0.022093901160340025,0.1275108287440066
2785,0.008367626523176366,0.16348800286623116,0.030922789132581396,0.7972215814780109
2967,0.00804076003133871,0.014817874221850753,0.13864007707623227,0.8385012886705785
1697,0.0888164052500746,0.4679436837565364,0.08717225805817827,0.3560676529352107
4794,0.0205794974147461,0.06405713045190035,0.06820220277164601,0.8471611693617075
2675,0.06839050592954028,0.38697769738268434,0.10803153852631867,0.43660025816145664
2989,0.0027083793374620842,0.03224189031174377,0.08901575614171282,0.8760339742090814
1634,0.010756199452694203,0.15948070108768037,0.03429256189528003,0.7954705375643452
4147,0.01051493646602753,0.14899133272685391,0.07902794318158476,0.7614657876255339
8003,0.004545193692148751,0.04323282576327518,0.12383015154275365,0.8283918290018224
1058,0.004879086335546167,0.05033481933495532,0.08283224124299346,0.8619538530865052
8172,0.05939772468154345,0.4394919920536555,0.12557579015385298,0.3755344931109483
2640,0.08859758796872504,0.3938741755572206,0.17936247017471443,0.3381657662993397
1233,0.028235407494284492,0.4106790162126335,0.13472701261887524,0.42635856367420677
8632,0.035904458947066696,0.08266231413162352,0.4487544743895759,0.43267875253173393
4548,0.0046956719197615475,0.05004514581566186,0.029799673601348935,0.9154595086632278
1032,0.005143393225597994,0.028826133751680583,0.07430355372212526,0.8917269193005963
270,0.03423762109157367,0.7812725023684478,0.03918365038385542,0.1453062261561233
5516,0.02015885143173006,0.3689495998381799,0.10956087115655305,0.5013306775735371
1289,0.020238873864968074,0.3008789895244188,0.19463411645070128,0.48424802015991186
376,0.03316244617602135,0.7493731440563703,0.05460505933870378,0.16285935042890445
5856,0.024074687251652665,0.6679955365679564,0.03921011578872045,0.26871966039167033
2588,0.020513188675195308,0.1608223870542794,0.16236288326883108,0.6563015410016942
1348,0.02414551111890462,0.2789769179366808,0.1827369332615241,0.5141406376828905
8391,0.10676581127762054,0.3788472520405517,0.2100401285287361,0.3043468081530918
2616,0.028469929194621713,0.21422104663302133,0.3960187834215306,0.3612902407508261
5154,0.010604865028497319,0.02503680331281859,0.18950644779416628,0.7748518838645176
869,0.0052682288365456745,0.0518631840980812,0.11887141062097688,0.8239971764443964
6625,0.03394250161762999,0.13616218877146571,0.23598581441046573,0.5939094952004388
1423,0.018802625780832416,0.1152717846083143,0.24807991143724023,0.6178456781736131
2276,0.02321459918565015,0.23875130779396997,0.14402139419086896,0.5940126988295111
4252,0.04891173879632324,0.40249473309103606,0.11510135318566364,0.433492174926977
1311,0.0064195791169504015,0.015443260187680894,0.17519127815190647,0.8029458825434624
1534,0.009962497369673183,0.11176673399361522,0.04196508875751732,0.8363056798791941
4059,0.01374732590295009,0.8771622212740662,0.019930205124058888,0.08916024769892486
970,0.029395907199530714,0.5207854895374496,0.07676536114472726,0.3730532421182923
1712,0.004790576501517776,0.02082523073563141,0.20644183715117234,0.7679423556116783
588,0.038817861394357285,0.3693517557062798,0.0933284897641712,0.4985018931351915
252,0.05011760286619941,0.5051627535533688,0.0919985260432791,0.35272111753715285
2204,0.05572238175666288,0.3337979272802839,0.14443662854009282,0.46604306242296023
6038,0.010371141618350036,0.014976377817697091,0.06620652361004957,0.9084459569539035
64,0.05140766436673179,0.5149101173779751,0.0943652684272419,0.33931694982805133
1873,0.00638859415730378,0.023052297273512743,0.15654759616506986,0.8140115124041137
1627,0.040418164210867184,0.4284086002805879,0.08919706413118476,0.4419761713773604
1052,0.04586051055586995,0.4835955223009114,0.08675900725446224,0.38378495988875644
1391,0.009915241976255363,0.028605252015358906,0.21656149459473656,0.7449180114136491
4800,0.013166447951488426,0.028257563379220075,0.27963316255906223,0.678942826110229
3958,0.08872660548253233,0.3613259436102196,0.21053789013916024,0.33940956076808776
4351,0.055585850637121306,0.44574437073471823,0.08353066536306375,0.4151391132650968
241,0.02010637471392574,0.17296287014690026,0.17299544165451272,0.6339353134846613
6626,0.05521045745160063,0.35410593266986307,0.10154979924454154,0.4891338106339949
1948,0.07464313375975885,0.3545412411604167,0.14312193148808053,0.42769369359174403
6748,0.1263521151930706,0.38850290471430593,0.19775008782099443,0.28739489227162895
14,0.011670881291194167,0.10635438681457865,0.054421150100627855,0.8275535817935994
1709,0.006739082149356435,0.04480132345488212,0.1425784901724672,0.8058811042232941
6893,0.010357794611877913,0.055134665516438544,0.3759476985803071,0.5585598412913764
6183,0.008200992387368178,0.022394780102138787,0.042076224431360165,0.9273280030791328
4650,0.004224379779536872,0.034446824335051064,0.09774471644226207,0.8635840794431499
4039,0.004286619668731926,0.03912049692626121,0.14909561059136253,0.8074972728136444
566,0.003202707086301626,0.04655197737797897,0.0799663703509264,0.8702789451847929
5108,0.005446995147889484,0.014301631684614848,0.10123719478673217,0.8790141783807635
378,0.0045736217671960185,0.03456804048445989,0.20427411921641656,0.7565842185319275
2374,0.012270791397781733,0.11377011835082085,0.11481791854987627,0.7591411717015211
5703,0.028531335255460987,0.09298831503793946,0.3057814969489842,0.5726988527576155
365,0.015987158768200553,0.3440345811584234,0.08113763170928158,0.5588406283640942
3048,0.011492486706224825,0.16262655225767372,0.20964791362960333,0.616233047406498
363,0.019042746753287574,0.01931379507673814,0.17330460752332685,0.7883388506466473
6190,0.11247465586291862,0.281261064331362,0.22127112500689364,0.38499315479882595
4505,0.03712177698515037,0.4820668691454427,0.05942365769793191,0.4213876961714749
1513,0.05856059152189959,0.08788304639382277,0.24987523820366492,0.6036811238806128
3475,0.046660492469669114,0.29895157477628503,0.24147370182564068,0.4129142309284052
768,0.03726381056553111,0.743290680220381,0.0572096233521864,0.1622358858619015
4673,0.01578310352561239,0.27354298140327754,0.0909960494022097,0.6196778656689004
2924,0.04214902066597744,0.3394493227401653,0.08698828993805438,0.5314133666558031
5199,0.03103156862319393,0.39941864154403706,0.10772420506774888,0.46182558476502017
6079,0.005558079811903954,0.03654905150769972,0.1776825258412479,0.7802103428391485
39,0.008375691952380433,0.021193316944508458,0.22104214229628044,0.7493888488068307
3518,0.04171061611658753,0.25479263613093184,0.3326990104562417,0.370797737296239
1576,0.01948801313465526,0.056077600272752604,0.09775400501997675,0.8266803815726156
835,0.06920089505207676,0.30621009134215654,0.049576414201645255,0.5750125994041216
1356,0.014959510223198006,0.28369187898687487,0.07679237839246296,0.624556232397464
1355,0.03433773034912953,0.7028368077416767,0.08747562305339285,0.17534983885580085
7353,0.04352616299104442,0.42852716855395573,0.1177917722291918,0.410154896225808
1894,0.06835815468315304,0.350405261071902,0.10970345678740448,0.47153312745754056
5722,0.023292780781932698,0.1501781396826572,0.175217530832833,0.6513115487025772
6712,0.0033981214523345336,0.05704130555402655,0.13325217807693665,0.8063083949167023
9172,0.04867213172606629,0.45046746620668965,0.10180373006114277,0.3990566720061014
258,0.04231505921652659,0.3914513477769394,0.12501770360389458,0.44121588940263967
1023,0.051949568694128354,0.11858623730082188,0.22350870858536787,0.6059554854196818
674,0.0024779754641164617,0.03412314575291509,0.05339075839074303,0.9100081203922256
2230,0.005305676768540007,0.04987415789573461,0.12074508413463758,0.8240750812010877
5386,0.05355565476665774,0.43592536575444957,0.10776258742172319,0.40275639205716934
9017,0.019019659764274055,0.08855843425929896,0.10128880476997679,0.7911331012064503
2819,0.02315411997576111,0.8084931898260758,0.03305549062821024,0.1352971995699525
8998,0.03063893076959463,0.3680914703115613,0.0812600809394301,0.5200095179794141
5181,0.005379863653696912,0.06198526595371338,0.09207976264466845,0.8405551077479213
2131,0.017547230867967438,0.12285460336911622,0.15471912840714924,0.7048790373557672
1087,0.04418361552021145,0.4077969824561826,0.0907470808822107,0.4572723211413953
4144,0.051933327973745835,0.3885036062237098,0.09277235220574362,0.46679071359680063
7239,0.006734578184549106,0.06393964169364268,0.12033426085002992,0.8089915192717781
6119,0.050284163981201245,0.40084396483741475,0.08770081205186137,0.46117105912952283
3839,0.08738298213242056,0.4244909321763377,0.12373392768546447,0.3643921580057773
4847,0.027538363328055863,0.31158612204216446,0.1563139907597357,0.5045615238700439
553,0.11235494138206066,0.34704037057318604,0.12590389593863618,0.4147007921061169
6917,0.010772004584275786,0.02715831530876358,0.25922291895412564,0.702846761152835
8430,0.014718634400065328,0.23710439192413482,0.07789405961239573,0.6702829140634041
6201,0.012775841968103625,0.17874038821892754,0.09440815674296965,0.7140756130699992
4062,0.003426178114752366,0.0366245775325808,0.08126442168455493,0.8786848226681121
5123,0.004535283358484083,0.045344216064006196,0.09578089818018087,0.8543396023973288
5442,0.13546723148109455,0.43592036562445713,0.08582951221105271,0.3427828906833955
610,0.04587726534920197,0.22483362200564563,0.2481094528651614,0.48117965977999105
1631,0.018676103127454092,0.026461516027372078,0.5452220862093266,0.40964029463584695
2177,0.016435612926114482,0.12305542429048844,0.2966525749266078,0.5638563878567895
7282,0.01746790964299734,0.12681968753887274,0.15401972968812036,0.7016926731300096
5140,0.011446948283535588,0.10168898729037189,0.09907267114115034,0.7877913932849421
2980,0.004538159901001145,0.05032323758590227,0.07868684572021444,0.8664517567928821
391,0.00812225837921193,0.03477993722224973,0.22982143638801375,0.7272763680105245
5579,0.10565957158455695,0.32477146611075713,0.07334232250341724,0.49622663980126874
3740,0.029716469842104853,0.11349020770549702,0.22469632524224595,0.6320969972101522
5447,0.03967191724740544,0.3922293773172685,0.10930888492408954,0.4587898205112363
6998,0.14864427478413403,0.28576456273136547,0.11489460175798953,0.4506965607265111
3778,0.005266808410236643,0.04216828959085859,0.3143060666653657,0.6382588353335389
3366,0.06365087452473477,0.3237370499450521,0.145169691571518,0.46744238395869525
3445,0.05680255682404175,0.31309557558475737,0.21880606926213197,0.4112957983290687
1366,0.008827158394134244,0.054092733521958314,0.22640628905587792,0.7106738190280296
3312,0.017941598797425625,0.17268949601657926,0.32776649085908016,0.4816024143269149
2962,0.013027309548599144,0.11580400066107813,0.21164666303112623,0.6595220267591966
4659,0.04361774306669621,0.2034395895557111,0.27933769438587863,0.473604972991714
6506,0.25622550750434164,0.2693236942609617,0.18561679486850668,0.28883400336619014
4456,0.03934533283613843,0.13081419111261122,0.19043404831907845,0.6394064277321718
5735,0.02670274350227327,0.14866884621632226,0.1878711016043547,0.6367573086770498
1622,0.09977621134583416,0.348569816034152,0.09836869933281035,0.4532852732872034
537,0.057752777879953976,0.38396773898914627,0.10675011557788511,0.4515293675530146
1493,0.09468591769600318,0.33970995178348745,0.08360247868897605,0.4820016518315331
47,0.026424013043978754,0.16867658024801327,0.3314339517925149,0.47346545491549324
2517,0.17728450096812684,0.23940717299128936,0.3528067992427736,0.23050152679781027
5544,0.018025757228032145,0.30492914614456945,0.08668548797886255,0.590359608648536
9196,0.01966248111101203,0.09020944011685433,0.2549128998262625,0.6352151789458713
86,0.006423135357218968,0.047139344741741425,0.10120228818330668,0.8452352317177326
8598,0.005007966345721401,0.059279817748080464,0.14167325462775537,0.794038961278443
4970,0.07006586431876924,0.3288243530897561,0.10858542462953344,0.49252435796194133
4291,0.005200456393432941,0.02291640719273167,0.2052055807802766,0.7666775556335588
3503,0.008285910545849852,0.06824251085021443,0.2239089676606039,0.6995626109433319
5084,0.04908836290218037,0.3163560179150377,0.12028162717473062,0.514273992008051
5453,0.02774835550561936,0.31408984311338933,0.2641940121151558,0.3939677892658356
1912,0.006367384876140026,0.043542058630216804,0.14338757176308412,0.8067029847305591
8833,0.03389575543313471,0.4802392423022002,0.12342516832739636,0.3624398339372684
8564,0.042150787734295515,0.40392654149447077,0.08246638261917705,0.47145628815205665
7635,0.035475453575162276,0.5176569433508229,0.08214518652778056,0.36472241654623405
1573,0.0055212745437396476,0.06160653646502357,0.13939017456008246,0.7934820144311545
8148,0.05412286615392178,0.139286498558526,0.16095960168729564,0.6456310336002565
